Subject;TextBody;Complaint
GMOU9025536 - INVOICE 90607297;"Hi Mania, Please find kosher certificate enclosed. Sorry for the delay. This should be ok for future shipments. KR, Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 24/05/2024 17:08 To: office@ekosher.eu Cc: rabbihadad@ekosher.eu; mania@kafuzan.co.il Subject: Re: FW: GMOU9025536 - INVOICE 90607297 Hi, I was following up on this, because I know it is urgent. New article is registered, together with the template in digital kosher, but there's something wrong with the link between our system and digital kosher. (internally) We are coming back to you on Monday. KR, Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 --------------- Original Message --------------- From: Sagit Ben Natan [office@ekosher.eu] Sent: 23/05/2024 13:06 To: service@agristo.com Cc: rabbihadad@ekosher.eu; mania@kafuzan.co.il Subject: Re: FW: GMOU9025536 - INVOICE 90607297 Dear Sarah , From what I understood from Mania, the supervision of the rabbi was already completed on May 1st. If that's the case, you can go ahead and send the request for the certificate, and I will approve it. Regarding the technical issue, is it related to the kosher website or something internal?";False
Commande Fournisseur N° 4768;"Bonjour, <?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /> Vous trouverez ci-jointe notre Commande fournisseur N°4768 Merci de nous tenir informer pour la confirmation de la commande ainsi que la date d’enlèvement. Cordialement. Ce message et toutes pièces jointes sont établis à l'intention exclusive de ses destinataires et sont confidentiels. Si vous n'en êtes pas le destinataire voulu, merci d'en avertir l'expéditeur à son adresse e-mail ou au numéro de téléphone précisés ci-dessus et d'effacer ce courrier électronique de votre système. Toute divulgation, reproduction ou autre diffusion ou utilisation de ce message totale ou partielle est strictement interdite.";False
Purchase Order - 2757557;Hi Ryan, 31/05 wouldn’t be possible as that would need to load today and the haulier’s day is already fully planned in terms of loading. We could bring them forward into Saturday or Sunday perhaps if there is space?;False
RE: Eden Farm - DEL 20/05/24;Hi Loredana, We finally received the POD from the haulier. You can find it included.;False
FW: NEW ORDERS;;False
Purchase Order - 2757557;"Hi Ryan, We can deliver Sunday @Girts Petersons<mailto:Girts.Petersons@gxo.com>/@Silvia AKUFFO (Ext)<mailto:silvia.akuffo@gxo.com> could you rebook us for early Sunday as below? Thanks, [cid:image001.png@01DAB1B2.1F679CB0] Abbie​​​​ Rogers Customer Service Officer UK & Europe T +44 1244 562 128<tel:+44%201244%20562%20128> • M +44 7534 412046<tel:+44%207534%20412046> Fourth Floor • 10 St John Street • Chester CH1 1DA • UK • www.agristo.com<https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=b1613c2359d6ee1185fa0022487f8ae6&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> [Find your crispy challenge on our new job site]<https://eu.content.exclaimer.net/?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=b1613c2359d6ee1185fa0022487f8ae6&excomponentid=0FtwO6H728rcYRqVjUeXx_KJWv-RPvCRW1zd8woKpSo&excomponenttype=Image&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> From: Ryan Kyle <ryan.kyle@gxo.com> Sent: Wednesday, May 29, 2024 9:45 AM To: Abbie Rogers <Abbie.Rogers@agristo.com>; Agristo Salesforce service <service@agristo.com> Cc: Girts Petersons <Girts.Petersons@gxo.com>; Silvia Akuffo <silvia.akuffo@gxo.com> Subject: RE: Purchase Order - 2757557 & 567818 Hi Abbie Completely understand 😊 I think we will be ok to leave the Manchester PO as we do have stock due in today, and if we could book the Wellingborough PO in as early as possible on Sunday that would be wonderful Thank you for your help with this! Many thanks, Ryan Kyle Inventory Planner Whitbread GXO Unit 3 Claudius Way Victoria Business Park Wellingborough Northants NN8 2DU GB M: 07977 681 060 My working hours are Monday to Friday 09:00 to 17:00 From: Abbie Rogers <Abbie.Rogers@agristo.com<mailto:Abbie.Rogers@agristo.com>> Sent: 29 May 2024 09:41 To: Ryan Kyle <ryan.kyle@gxo.com<mailto:ryan.kyle@gxo.com>>; Agristo Salesforce service <service@agristo.com<mailto:service@agristo.com>> Cc: Girts Petersons <Girts.Petersons@gxo.com<mailto:Girts.Petersons@gxo.com>>; Silvia Akuffo <silvia.akuffo@gxo.com<mailto:silvia.akuffo@gxo.com>> Subject: RE: Purchase Order - 2757557 & 567818 Hi Ryan, 31/05 wouldn’t be possible as that would need to load today and the haulier’s day is already fully planned in terms of loading. We could bring them forward into Saturday or Sunday perhaps if there is space?";False
FW: Manufacture 2030 Reporting Request - 2023 - Agristo;Hi Marlies, Net deze gekregen en is blijkbaar overdue. Ik weet niet wie deze opgenomen zou hebben, of eerder helemaal niet? Kan je eens kijken aub? Mvg Line Line​​​​ Cabbeke Account Manager T +32 56 54 10 51 <tel:+32%2056%2054%2010%2051> • M +32 473 85 19 70 <tel:+32%20473%2085%2019%2070> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com <https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=e03eec0f1906ef11aaf0000d3aaa3768&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> <https://eu.content.exclaimer.net/?url=https%3A%2F%2Fagristo.com%2Fevents%2Fplma-amsterdam%3Futm_source%3Dsignature%26utm_medium%3Demail%26utm_campaign%3DPLMA%2520Amsterdam&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=e03eec0f1906ef11aaf0000d3aaa3768&excomponentid=0a7codpe9ZXB5XsX6IPOu_efyT1fC0brbXv7UHW-7Lw&excomponenttype=Image&signature=YkJb6BPb2Voy7CfHagtYbuSnSqaT4TlCyTnK03URfLi5iAO3DmPYGHhVSzKa8ERIzfoXZWVURlXezPIsZWUW7MkY4mOEabe2Ris2dI_VvJ25SLklu7UkJDjjYxV1JYjqKQ1Euwqo2MphUW1-NR4gM_ygen0Rxu3urPwkOQPvCyBgV7rLPPOoabPP2Mw4NUXK_-UMlFgBm9P7kyl2d_jKU1CVFg-yeEKpwDg56L8qm7YoEyL4H9xNQjYRKrGuovo1ckpyx_4pK29GHeDv3dI0lNXgKhy_233KvhZptZcxKNn5dDFWgMgvA-5VOBd5X9N-NTdgb8zdc4Mxde1vzcQ7aw&v=1> Not in the Office on Wednesday afternoon;False
Blocked orders;Dear all, I just wanted to confirm that all three invoices were included in our payment run las week and funds should had arrived yesterday. ( 240528) * Confirmation email with remittance below was sent also to credit.control@agristo.com<mailto:credit.control@agristo.com> please let us know if this is correct? [cid:image001.png@01DAB1B4.2F07A230] * Going forward please send all invoice queries to our AP inbox ikea5.onefs.ch@inter.ikea.com<mailto:ikea5.onefs.ch@inter.ikea.com> * Inbox APFood.invoices.CH@inter.ikea.com<mailto:APFood.invoices.CH@inter.ikea.com> is only for processing invoices and is not monitored.;False
See attachment;"Sara Ghasemian Customer Service Officer UK P +447534412045 --------------- Forwarded Message --------------- From: Matthew Kirtley [matthew.kirtley@eden-farm.co.uk] Sent: 28/05/2024 20:42 To: service@agristo.com Cc: helen.smith@eden-farm.co.uk; sheffieldgoodsin@eden-farm.co.uk Subject: See attachment Good evening, Please see attached PO, for delivery 14.6 into our Sheffield depot.";False
Spontane sollicitatie als jobstudent;Geachte heer/mevrouw, Mijn naam is Lisette Lecluse en ik ben momenteel student Bedrijfskunde aan de Vrije Universiteit Brussel (VUB). Ik vroeg me af of er bij Agristo mogelijkheden zijn voor een vakantiejob waar ik mijn theoretische kennis in de praktijk kan brengen. Ik heb al een diploma behaald in Global Business Management en Design Thinking and Innovation. Ik ben vooral geïnteresseerd in functies binnen uw bedrijf, met name in de afdelingen marketing, sales, supply chain, accounting & finance of R&D. Dankzij mijn opleiding en eerdere studies voel ik me bekwaam om waardevol werk te leveren. Mijn beschikbaarheid is van 22 juli tot en met 30 augustus van dit jaar. Tijdens deze periode kan ik flexibel worden ingezet en ben ik bereid verschillende taken en verantwoordelijkheden op me te nemen. Ik kijk er echt naar uit om mijn vaardigheden en kennis toe te passen binnen Agristo en bij te dragen aan uw organisatie. Graag zou ik de gelegenheid krijgen om mijn profiel persoonlijk toe te lichten. Ik geloof sterk dat ik een waardevolle bijdrage kan leveren aan uw team en ik ben enthousiast om mijn motivatie verder te bespreken. In de bijlage vindt u mijn curriculum vitae voor een gedetailleerder overzicht van mijn achtergrond en ervaringen. Ik waardeer uw tijd en overweging enorm. Met vriendelijke groet, Lisette Lecluse;False
Vind nu de perfecte jobstudent voor de zomervakantie!;Je hebt nog drie dagen om van onze korting (75%) te genieten! ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Beste Agristo, Heb jij al onbeperkte toegang tot onze database van jobstudenten in jouw regio? Dit is jouw laatste kans om te profiteren van 75% korting! De komende dagen zijn cruciaal, want dit is hét moment dat studenten actief op zoek zijn naar een studentenjob voor de zomer. Waar wacht je nog op? Wat kunnen we voor jou betekenen? Onze (web)applicatie maakt het eenvoudig om de perfecte (job)studenten te vinden. Met ons matchingsalgoritme selecteren we de studenten die het beste aansluiten bij jullie voorkeuren. Je kan het volledige profiel bekijken, inclusief hun interesses, voorkeuren en competenties. Interessante kandidaten kan je een gepersonaliseerd contactverzoek sturen, waarna je meteen ontdekt of er een wederzijdse match is. Waarom kiezen voor onze (web)applicatie? * Directe toegang tot een grote database aan stagiairs, jobstudenten en recent afgestudeerden die klaar staan om aan de slag te gaan. * Een indrukwekkende responsgraad van 82% op onze contactverzoeken. * Meer dan de helft van de studenten beantwoordt de contactverzoeken positief en volgt er een (sollicitatie)gesprek. Wat is het aanbod? Ga voor 31/05/2024 aan de slag en ontvang 75% korting op onze licentie die maandelijks opzegbaar is! Voor slechts €75 per maand heb je onbeperkte toegang tot onze (web)applicatie. We hopen zo een win-win situatie te creëren voor zowel de studenten als jouw organisatie. Klaar om te beginnen? Maak vandaag nog jouw profiel aan en gebruik de voucher voor de korting (JMEI75). Wacht niet te lang, want deze unieke kans verdwijnt snel! Je hebt nog maar 3 dagen om te beslissen. Ga nu aan de slag!<https://wefynd.cmail19.com/t/y-l-mcdya-hlookhlu-r/>;False
documenten D24-01115;Goedemorgen Klaas, Hierbij nog de COA voor order D24-01207 aub. Mvg, Melissa Melissa Maekelbergh Customer Service Agristo nv P +32 56 14 17 45 --------------- Original Message --------------- From: Agristo Service [service@agristo.com] Sent: 29/05/2024 09:28 To: klaas@jpb.nl Subject: RE: documenten D24-01207 - 90609904 Goedemorgen Klaas, Gelieve deze in bijlage te vinden aub. Momenteel loopt de COA vast, ik bekijk dit zo snel mogelijk en bezorg je deze nog. Mvg, Melissa Melissa Maekelbergh Customer Service Agristo nv P +32 56 14 17 45 --------------- Original Message --------------- From: Klaas Wijdenes [klaas@jpb.nl] Sent: 29/05/2024 08:42 To: service@agristo.com Cc: nathalie.lesy@agristo.com Subject: documenten D24-01207 Goedemorgen Nathalie, Deze order is afgelopen dinsdag geladen, echter hebben wij geen paklijsten, invoice en analysecertificaat ontvangen. Deze graag nog mailen. Met vriendelijke groet /;False
Agristo Scheduled Deliveries - Newark;Hi All, Thanks, booking confirmed! :) Abbie Rogers Customer Service UK Agristo P +44 7534 412 046 --------------- Original Message ---------------;False
production planning;Hi Jure, Please find adapted order confirmation enclosed. KR Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message ---------------;False
Order 42175;Dear Damian, My name is Louise and I am in charge of the service requests for Conaprole (Hinniken) from Agristo. Great meeting you! I put your order (see attachment) into our system so it has been registered well. I wanted to let you know that the item is not yet in production. So I will keep you updated from the first possible loading dates. Please let me know if I can help you with anything else. Thank you and;False
AG2753 - SHIPPING REQUEST;Hi Beatriz There is a reference to the contract / standard leadtime: This is the way CMA mentions it so I'm afraid we won't be able to do anything for them to change this. Thank you for your understanding.;False
SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12;"Buenos días, Vale, bien recibido. Procederemos con el embarque. Por favor avísenme cunado el pago esta hecho Muchas gracias. Saludos cordiales, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Gersson Pacheco [gapacheco21@gmail.com] Sent: 28/05/2024 16:11 To: alexia.lacombe@agristo.com; service@agristo.com; carmigalindomarin@gmail.com Subject: Fwd: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimados por favor proceder con el embarque. El pago pendiente se realizará el 01/06/2024 Saludos cordiales Gersson Pacheco ---------- Forwarded message --------- De: Allison Soto <asoto@starcargo.com.ec> Date: mar, 28 may 2024, 9:04 a. m. Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 To: Agristo Service <service@agristo.com> Cc: esalame@starcargo.com.ec <esalame@starcargo.com.ec>, gapacheco21@gmail.com <gapacheco21@gmail.com>, disalcodac_2015@hotmail.com <disalcodac_2015@hotmail.com> Apreciado Cliente Pueden proceder con el embarque de la mercancía. Favor enviarnos una vez cuenten con documentos para el ingreso de su preliquidacion Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El vie, 17 may 2024 a las 1:44, Agristo Service (<service@agristo.com>) escribió: Buenos días, No hay ningún problema :) 99190774 = Pedido 10x10 3 = carga en Países Bajos, Tilburg. Puerto de embarque: Rotterdam 99190773 = Pedido 12x12 3 = Carga en Bélgica, Wielsbeke, Puerto de embarque: Antwerp. Un cordial saluo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 16/05/2024 18:20 To: service@agristo.com Cc: disalcodac_2015@hotmail.com; esalame@starcargo.com.ec; gapacheco21@gmail.com Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Adicional confirmar el puerto de embarque de Belgica Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El jue, 16 may 2024 a las 10:13, Allison Soto (<asoto@starcargo.com.ec>) escribió: Holaa!! sorry que te vuelta a consultar Podrias ayudarme confirmando el tema de embarque de las facturas, ya que la proforma que termina en 774 estaría antes para Tilburg, Países bajos 99190774 99190773 Quedo atenta :) Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El jue, 16 may 2024 a las 4:22, Agristo Service (<service@agristo.com>) escribió: Buenas, ahora si :) un cordial saludo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 15/05/2024 15:46 To: service@agristo.com Cc: disalcodac_2015@hotmail.com; esalame@starcargo.com.ec; gapacheco21@gmail.com Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimado Buen dia Por favor su ayuda con revision no me cuadra mi total CFR Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El mié, 15 may 2024 a las 2:47, Agristo Service (<service@agristo.com>) escribió: Hola, Oh, lo siento, adjunto con el desglose. Confirmo: 99190774- Wielsbeke, Belgica 99190773 - Tilburg, Países bajos Un cordial saludo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 14/05/2024 17:46 To: service@agristo.com Cc: disalcodac_2015@hotmail.com; esalame@starcargo.com.ec; gapacheco21@gmail.com Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimado buen Dia su ayuda con revision de desglose de factura adjunta Adicional confirma si la facturas quedarían de la siguiente manera: 99190774- Wielsbeke, Belgica 99190773 - Tilburg, Países bajos Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El mar, 14 may 2024 a las 6:52, Service Request (<service@agristo.com>) escribió: Hola, adjunto las proformas con el desglose. Un cordial saludo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 13/05/2024 18:18 To: service@agristo.com Cc: disalcodac_2015@hotmail.com; esalame@starcargo.com.ec; gapacheco21@gmail.com Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimado Buen dia Su ayuda con facturas, con desglose de fob y flete Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El lun, 13 may 2024 a las 4:48, Service Request (<service@agristo.com>) escribió: Buenos días, 99190252 - Wielsbeke, Bélgica 99190253 - Tilburg, Países bajos Un cordial saludo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Service Request [service@agristo.com] Sent: 10/05/2024 11:24 To: asoto@starcargo.com.ec Cc: gapacheco21@gmail.com; esalame@starcargo.com.ec; disalcodac_2015@hotmail.com Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimados, Alexia está de vacaciones. Ella te responderá el lunes 13/05/2024. Saludos Jeroen Vandroemme Customer Service Officer Export Agristo nv P +32 56 54 10 66 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 9/05/2024 18:35 To: service@agristo.com Cc: disalcodac_2015@hotmail.com; gapacheco21@gmail.com; esalame@starcargo.com.ec Subject: Re: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Estimados. Su ayuda confirmando el puerto de embarque de cada factura. Rotterdam o ANTWERPEN? Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El mié, 8 may 2024 a las 9:08, Allison Soto (<asoto@starcargo.com.ec>) escribió: Estimados. Su ayuda confirmando el puerto de embarque de cada factura. Rotterdam o ANTWERPEN? Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec El mié, 8 may 2024 a las 3:39, Service Request (<service@agristo.com>) escribió: Buenos días, Adjunto las proformas para estos nuevos pedidos. Un cordial saludo, Alexia Lacombe Customer Service Officer Export P +32 56 54 10 44 --------------- Original Message --------------- From: Allison Soto [asoto@starcargo.com.ec] Sent: 7/05/2024 19:28 To: alexia.lacombe@agristo.com; service@agristo.com Cc: disalcodac_2015@hotmail.com; gapacheco21@gmail.com; esalame@starcargo.com.ec Subject: SOLCIITUD DOCUMENTOS DISALCO // 10X10 // 12X12 Buenas tardes su ayuda con documentos de pedido 10x10 y 12x12 de nuevo embarque gestionado con DISALCO Saludos Allison Soto Starcargo Cia. Ltda. Av. Francisco de Orellana Edificio Empresarial Las Cámaras Piso 12 PBX: 593 4 3713181 Guayaquil-Ecuador http://www.starcargo.com.ec";False
